,pick_up_hexes,count,day_time
1393,89f05bda413ffff,20,Morning
1412,89f05bda093ffff,20,Morning
1411,89f05bda433ffff,20,Morning
1396,89f05bda09bffff,20,Morning
1410,89f05bda097ffff,20,Morning
1409,89f05bda467ffff,20,Morning
1408,89f05bda4b3ffff,20,Morning
1414,89f05bda477ffff,20,Morning
1416,89f05bda48fffff,20,Morning
1395,89f05bda43bffff,20,Morning
1394,89f05bda083ffff,20,Morning
1407,89f05bda417ffff,20,Morning
1406,89f05bda087ffff,20,Morning
1405,89f05bda407ffff,20,Morning
1404,89f05bda403ffff,20,Morning
1403,89f05bda483ffff,20,Morning
1402,89f05bda42fffff,20,Morning
1401,89f05bda4abffff,20,Morning
1400,89f05bda423ffff,20,Morning
1399,89f05bda48bffff,20,Morning
1713,89f05ab6c37ffff,19,Evening
1716,89f05ab6cafffff,19,Evening
1715,89f05ab6ca7ffff,19,Evening
1714,89f05ab6d5bffff,19,Evening
1710,89f05ab6cb7ffff,19,Evening
1712,89f05ab6cb3ffff,19,Evening
1711,89f05879343ffff,19,Evening
1718,89f05ab6ddbffff,19,Evening
1717,89f05879347ffff,19,Evening
1722,89f05ab6ca3ffff,19,Evening
1719,89f05ab6c27ffff,19,Evening
1720,89f0587934fffff,19,Evening
1721,89f0587937bffff,19,Evening
1604,89f05aa4c0bffff,17,Noon
1603,89f05aa4c73ffff,17,Noon
1602,89f05aa48c7ffff,17,Noon
1601,89f05aa4c0fffff,17,Noon
1600,89f05aa4c67ffff,17,Noon
1599,89f05aa4c77ffff,17,Noon
1598,89f05aa48c3ffff,17,Noon
1597,89f05aa4c63ffff,17,Noon
1596,89f05aa48cfffff,17,Noon
1595,89f05aa4c03ffff,17,Noon
1594,89f05aa48d7ffff,17,Noon
1593,89f05aa4c6fffff,17,Noon
1605,89f05aa4c1bffff,17,Noon
1612,89f05ab69cbffff,16,Noon
1613,89f05ab69cfffff,16,Noon
1614,89f05ab6d63ffff,16,Noon
1618,89f05ab6953ffff,16,Noon
1617,89f05ab6957ffff,16,Noon
1616,89f05ab694fffff,16,Noon
1615,89f05ab6d73ffff,16,Noon
1611,89f05ab6943ffff,16,Noon
1620,89f05ab69c3ffff,16,Noon
1610,89f05ab6947ffff,16,Noon
1619,89f05ab69d3ffff,16,Noon
1735,89f05ab6bbbffff,15,Evening
1739,89f05ab6ba3ffff,15,Evening
1737,89f05ab6bafffff,15,Evening
1736,89f05ab6bb3ffff,15,Evening
1738,89f05ab6b37ffff,15,Evening
1734,89f05ab694bffff,15,Evening
1869,89f05aa4ac7ffff,13,Noon
1870,89f05aa4e77ffff,13,Noon
1868,89f05aa4a13ffff,13,Noon
1871,89f05aa4a83ffff,13,Noon
1872,89f05aa4a8bffff,13,Noon
1873,89f05aa4a03ffff,13,Noon
1874,89f05aa4a9bffff,13,Noon
1875,89f05aa4e13ffff,13,Noon
1876,89f05aa4a0bffff,13,Noon
1877,89f05aa4e17ffff,13,Noon
1878,89f05aa4e07ffff,13,Noon
1866,89f05aa4e0fffff,13,Noon
1865,89f05aa4e03ffff,13,Noon
1864,89f05aa4e67ffff,13,Noon
1867,89f05aa4a1bffff,13,Noon
1778,89f05ab4db3ffff,11,Evening
1685,89f05aa4b4fffff,11,Noon
1686,89f05aa4bcbffff,11,Noon
1773,89f0586b64fffff,11,Evening
1772,89f05ab4d37ffff,11,Evening
1771,89f05ab4da7ffff,11,Evening
1776,89f05ab4dafffff,11,Evening
1775,89f05ab4db7ffff,11,Evening
1774,89f05ab4da3ffff,11,Evening
1708,89f05aa487bffff,11,Noon
1707,89f05aa4b57ffff,11,Noon
1706,89f05aa4bdbffff,11,Noon
1705,89f05aa4ab3ffff,11,Noon
1704,89f05aa4b53ffff,11,Noon
1702,89f05aa4bcfffff,11,Noon
1701,89f05aa484fffff,11,Noon
1700,89f05aa4857ffff,11,Noon
1699,89f05aa4843ffff,11,Noon
1698,89f05aa4aa3ffff,11,Noon
1697,89f05aa4847ffff,11,Noon
1696,89f05aa4b5bffff,11,Noon
1695,89f05aa484bffff,11,Noon
1694,89f05aa486bffff,11,Noon
1777,89f0586b643ffff,11,Evening
1692,89f05aa4b43ffff,11,Noon
1691,89f05aa4b4bffff,11,Noon
1690,89f05aa4ab7ffff,11,Noon
1689,89f05aa4bc3ffff,11,Noon
1688,89f05aa4bd3ffff,11,Noon
1687,89f05aa4a27ffff,11,Noon
1693,89f05aa4aa7ffff,11,Noon
1703,89f05aa4a37ffff,11,Noon
1562,89f05aa6e47ffff,10,Noon
1568,89f05aa6ed3ffff,10,Noon
1557,89f05aa6ecfffff,10,Noon
1558,89f05aa611bffff,10,Noon
1559,89f05aa6583ffff,10,Noon
1560,89f05aa6567ffff,10,Noon
1561,89f05aa61c7ffff,10,Noon
1563,89f05aa610bffff,10,Noon
1564,89f05aa6503ffff,10,Noon
1565,89f05aa658fffff,10,Noon
1566,89f05aa6e57ffff,10,Noon
1567,89f05aa6577ffff,10,Noon
1574,89f05aa6513ffff,10,Noon
1575,89f05aa6517ffff,10,Noon
1569,89f05aa6173ffff,10,Noon
1570,89f05aa6ec3ffff,10,Noon
1571,89f05aa61d7ffff,10,Noon
1572,89f05aa6163ffff,10,Noon
1573,89f05aa650fffff,10,Noon
1537,89f05aa4a23ffff,9,Noon
1531,89f05bda497ffff,9,Noon
1532,89f05aa4aafffff,9,Noon
1533,89f05aa4abbffff,9,Noon
1534,89f05aa4a33ffff,9,Noon
1535,89f05aa4a2fffff,9,Noon
1536,89f05aa4aabffff,9,Noon
1007,89f05aa454bffff,8,Night
1001,89f05aa414bffff,8,Night
1006,89f05aa4023ffff,8,Night
1005,89f05aa415bffff,8,Night
1004,89f05aa4033ffff,8,Night
1003,89f05aa4387ffff,8,Night
1002,89f05aa4397ffff,8,Night
991,89f05aa43bbffff,8,Night
1000,89f05aa4027ffff,8,Night
998,89f05aa40a3ffff,8,Night
997,89f05aa4323ffff,8,Night
996,89f05aa43abffff,8,Night
995,89f05aa40abffff,8,Night
994,89f05aa40bbffff,8,Night
1009,89f05aa4333ffff,8,Night
1008,89f05aa4037ffff,8,Night
999,89f05aa40b3ffff,8,Night
989,89f05aa43b3ffff,8,Night
1010,89f05aa402fffff,8,Night
992,89f05aa455bffff,8,Night
1800,89f05ab4a0bffff,8,Night
1011,89f05aa4427ffff,8,Night
990,89f05aa4437ffff,8,Night
993,89f05aa40afffff,8,Night
1663,89f05ab69d7ffff,7,Noon
1546,89f05869687ffff,7,Noon
1654,89f05ab6d0fffff,7,Noon
1655,89f05ab69c7ffff,7,Noon
1656,89f05ab6d6fffff,7,Noon
1657,89f05ab691bffff,7,Noon
1658,89f05ab6963ffff,7,Noon
1659,89f05ab690bffff,7,Noon
1660,89f05ab6973ffff,7,Noon
1661,89f05ab696fffff,7,Noon
1662,89f05ab697bffff,7,Noon
1524,89f05bda00bffff,7,Noon
1523,89f05bda06fffff,7,Noon
1517,89f05bda0c7ffff,7,Noon
1518,89f05bda473ffff,7,Noon
1528,89f05bda0d7ffff,7,Noon
1527,89f05bda0cfffff,7,Noon
1526,89f05bda0c3ffff,7,Noon
1525,89f05bda073ffff,7,Noon
1519,89f05bda0d3ffff,7,Noon
1520,89f05bda057ffff,7,Noon
1521,89f05bda01bffff,7,Noon
1522,89f05bda063ffff,7,Noon
1516,89f05bda46fffff,7,Noon
1545,89f05ab492fffff,7,Noon
1590,89f05ab6a4fffff,7,Noon
1591,89f05ab6a53ffff,7,Noon
1547,89f05ab492bffff,7,Noon
1548,89f05ab4987ffff,7,Noon
1549,89f0586968fffff,7,Noon
1550,89f05ab4d23ffff,7,Noon
1551,89f05869683ffff,7,Noon
1552,89f05869617ffff,7,Noon
1553,89f05ab4923ffff,7,Noon
1554,89f05869633ffff,7,Noon
1530,89f05bda047ffff,7,Noon
1555,89f05ab4d2fffff,7,Noon
1529,89f05bda463ffff,7,Noon
1544,89f05ab4997ffff,7,Noon
1543,89f05869607ffff,7,Noon
1592,89f05ab6a43ffff,7,Noon
1556,89f05869697ffff,7,Noon
1538,89f058696bbffff,7,Noon
1539,89f05ab4933ffff,7,Noon
1540,89f05869623ffff,7,Noon
1541,89f05ab49abffff,7,Noon
1542,89f05869693ffff,7,Noon
1511,89f05aa4873ffff,6,Noon
1512,89f05aa4863ffff,6,Noon
1508,89f05aa480bffff,6,Noon
1505,89f05aa481bffff,6,Noon
1506,89f05aa4bc7ffff,6,Noon
1507,89f05aa4bd7ffff,6,Noon
1515,89f05aa4813ffff,6,Noon
1509,89f05aa4b1bffff,6,Noon
1513,89f05aa488bffff,6,Noon
1514,89f05aa489bffff,6,Noon
1510,89f05aa486fffff,6,Noon
1684,89f05aa6e97ffff,5,Noon
1895,89f0584e933ffff,5,Noon
1897,89f0584e927ffff,5,Noon
1898,89f0584e9a7ffff,5,Noon
1899,89f0587b45bffff,5,Noon
1900,89f05845e47ffff,5,Noon
1901,89f0587b28fffff,5,Noon
1902,89f0587b28bffff,5,Noon
1903,89f0587b4dbffff,5,Noon
1904,89f0584edb7ffff,5,Noon
1905,89f0587b623ffff,5,Noon
1906,89f05845a4bffff,5,Noon
1907,89f05845e57ffff,5,Noon
1683,89f05aa6ab3ffff,5,Noon
1909,89f0587b293ffff,5,Noon
1910,89f05845e7bffff,5,Noon
1911,89f0587b6bbffff,5,Noon
1912,89f05845e63ffff,5,Noon
1913,89f05845a4fffff,5,Noon
1914,89f0587b607ffff,5,Noon
1915,89f0587b44bffff,5,Noon
1916,89f0587b62bffff,5,Noon
1917,89f05845acbffff,5,Noon
1918,89f0584e9a3ffff,5,Noon
1919,89f0584e9b7ffff,5,Noon
1920,89f0584eda3ffff,5,Noon
1921,89f0587b62fffff,5,Noon
1896,89f05845acfffff,5,Noon
1894,89f0587b243ffff,5,Noon
1923,89f0587b283ffff,5,Noon
1893,89f0587b2c3ffff,5,Noon
2023,89f05ab411bffff,5,Morning
2024,89f05ab410bffff,5,Morning
2025,89f05ab41d7ffff,5,Morning
2026,89f05ab41c7ffff,5,Morning
1879,89f0587b67bffff,5,Noon
1880,89f0587b253ffff,5,Noon
1881,89f0584cda7ffff,5,Noon
1882,89f0587b663ffff,5,Noon
1883,89f0587b2d3ffff,5,Noon
1884,89f0587b657ffff,5,Noon
1885,89f0587b647ffff,5,Noon
1886,89f0587b24fffff,5,Noon
1887,89f0587b2cbffff,5,Noon
1888,89f0587b66fffff,5,Noon
1889,89f0587b6cfffff,5,Noon
1890,89f0587b66bffff,5,Noon
1891,89f0587b2cfffff,5,Noon
1785,89f05ab6813ffff,5,Evening
1784,89f05ab688bffff,5,Evening
1783,89f05ab689bffff,5,Evening
1782,89f05ab680fffff,5,Evening
1781,89f05ab6877ffff,5,Evening
1780,89f05ab6867ffff,5,Evening
1779,89f05ab6803ffff,5,Evening
1892,89f0587b2dbffff,5,Noon
1922,89f0587b4cbffff,5,Noon
1908,89f05845e6bffff,5,Noon
1924,89f0584ed37ffff,5,Noon
1946,89f05845a43ffff,5,Noon
1944,89f0584eda7ffff,5,Noon
1943,89f0584e937ffff,5,Noon
1942,89f0584e923ffff,5,Noon
1941,89f0587b617ffff,5,Noon
1940,89f05845e0bffff,5,Noon
1939,89f05845adbffff,5,Noon
1938,89f0587b677ffff,5,Noon
1937,89f05845ac3ffff,5,Noon
1666,89f05aa6137ffff,5,Noon
1667,89f05aa6c5bffff,5,Noon
1925,89f05845ad3ffff,5,Noon
1669,89f05aa6eabffff,5,Noon
1670,89f05aa6e2fffff,5,Noon
1671,89f05aa6127ffff,5,Noon
1672,89f05aa6eb7ffff,5,Noon
1673,89f05aa6e37ffff,5,Noon
1674,89f05aa6c4bffff,5,Noon
1675,89f05aa6eafffff,5,Noon
1676,89f05aa6ea3ffff,5,Noon
1677,89f05aa6ebbffff,5,Noon
1678,89f05aa6e87ffff,5,Noon
1679,89f05aa6eb3ffff,5,Noon
1680,89f05aa685bffff,5,Noon
1681,89f05aa6a97ffff,5,Noon
1682,89f05aa6c4fffff,5,Noon
1945,89f0587b633ffff,5,Noon
1668,89f05aa6e33ffff,5,Noon
1931,89f05845e43ffff,5,Noon
1935,89f05845a53ffff,5,Noon
1928,89f0587b6b3ffff,5,Noon
1929,89f0587b667ffff,5,Noon
1930,89f0584edafffff,5,Noon
1932,89f0587b63bffff,5,Noon
1954,89f0584e92fffff,5,Noon
1953,89f0584e9afffff,5,Noon
1933,89f0587b603ffff,5,Noon
1927,89f05845e73ffff,5,Noon
1934,89f0587b29bffff,5,Noon
1936,89f0584e9b3ffff,5,Noon
1952,89f0587b213ffff,5,Noon
1926,89f0587b60fffff,5,Noon
1951,89f0587b6a3ffff,5,Noon
1950,89f0587b697ffff,5,Noon
1949,89f0587b687ffff,5,Noon
1948,89f0587b6abffff,5,Noon
1947,89f05845e4fffff,5,Noon
1995,89f05aa4e0bffff,4,Evening
1963,89f05ab4a53ffff,4,Noon
1989,89f05aa4867ffff,4,Noon
1990,89f05aa4b13ffff,4,Noon
1991,89f05aa4ed7ffff,4,Evening
1992,89f05aa4e57ffff,4,Evening
1993,89f05aa4e73ffff,4,Evening
1994,89f05aa4e63ffff,4,Evening
1038,89f058692cfffff,4,Night
1996,89f05aa4ec7ffff,4,Evening
1997,89f05aa4e8bffff,4,Evening
1998,89f05aa4e6fffff,4,Evening
1961,89f05ab4acfffff,4,Noon
1035,89f05869257ffff,4,Night
1987,89f05aa4b77ffff,4,Noon
1999,89f05aa4e1bffff,4,Evening
1988,89f05aa4b0fffff,4,Noon
2067,89f05ab45bbffff,4,Morning
1986,89f05aa4b03ffff,4,Noon
1985,89f05aa480fffff,4,Noon
1036,89f058692cbffff,4,Night
1709,89f05ab41afffff,4,Evening
2001,89f05aa4ecbffff,4,Evening
1957,89f05ab4a47ffff,4,Noon
1958,89f05ab4ac7ffff,4,Noon
1959,89f05ab4a57ffff,4,Noon
1960,89f05ab4ad7ffff,4,Noon
1981,89f05aa4b8bffff,4,Noon
1962,89f05ab4e6fffff,4,Noon
2068,89f05ab6e4bffff,4,Morning
1037,89f058692c3ffff,4,Night
2066,89f05ab45abffff,4,Morning
1982,89f05aa4803ffff,4,Noon
1983,89f05aa4877ffff,4,Noon
1984,89f05aa4b9bffff,4,Noon
2000,89f05aa4e47ffff,4,Evening
1860,89f05ab6a8bffff,3,Noon
1861,89f05ab6a03ffff,3,Noon
1862,89f05ab6a0fffff,3,Noon
1863,89f05ab6a13ffff,3,Noon
2095,89f05bda05bffff,3,Morning
2100,89f05aa592fffff,3,Morning
2096,89f05bda627ffff,3,Morning
2102,89f05bda6a3ffff,3,Morning
2101,89f05bda6b7ffff,3,Morning
1743,89f0584e98bffff,3,Evening
2099,89f05bda6b3ffff,3,Morning
2098,89f05bda6a7ffff,3,Morning
2097,89f05bda447ffff,3,Morning
1742,89f0584ed67ffff,3,Evening
2104,89f05aa5923ffff,3,Morning
2094,89f05bda45bffff,3,Morning
1744,89f0584e9d7ffff,3,Evening
1740,89f0584e97bffff,3,Evening
2116,89f05bda457ffff,3,Morning
2117,89f05bda44bffff,3,Morning
2118,89f05aa59a7ffff,3,Morning
2103,89f05bda687ffff,3,Morning
2105,89f05aa5937ffff,3,Morning
2120,89f05aa59afffff,3,Morning
2114,89f05bda443ffff,3,Morning
1746,89f0584e947ffff,3,Evening
1747,89f0584e9c3ffff,3,Evening
1748,89f0584e9c7ffff,3,Evening
1749,89f0584e99bffff,3,Evening
1750,89f0584e9cfffff,3,Evening
2115,89f05bda6afffff,3,Morning
2113,89f05bda637ffff,3,Morning
2106,89f05bda47bffff,3,Morning
2112,89f05bda453ffff,3,Morning
2111,89f05bda44fffff,3,Morning
2110,89f05aa5933ffff,3,Morning
2109,89f05bda46bffff,3,Morning
2108,89f05bda0dbffff,3,Morning
2107,89f05bda4cbffff,3,Morning
2119,89f05bda697ffff,3,Morning
1741,89f0584e957ffff,3,Evening
1745,89f0584ed2bffff,3,Evening
1606,89f0587936bffff,3,Noon
1607,89f05ab6dd3ffff,3,Noon
1608,89f05ab6dcfffff,3,Noon
1609,89f05ab6dc3ffff,3,Noon
2121,89f05bda6bbffff,3,Morning
2122,89f05bda04bffff,3,Morning
2123,89f05aa5927ffff,3,Morning
2148,89f05bda3cfffff,2,Night
1726,89f05ab4533ffff,2,Evening
2142,89f05bda2a3ffff,2,Night
2143,89f05bda3d3ffff,2,Night
2144,89f05bda3cbffff,2,Night
2145,89f05bda0cbffff,2,Night
2146,89f05bda353ffff,2,Night
2147,89f05bda07bffff,2,Night
2152,89f05bda053ffff,2,Night
2149,89f05bda06bffff,2,Night
2150,89f05bda04fffff,2,Night
2151,89f05bda3dbffff,2,Night
2093,89f05aa636fffff,2,Evening
2153,89f05bda2b3ffff,2,Night
2154,89f05bda043ffff,2,Night
2155,89f05bda2a7ffff,2,Night
2140,89f05bda2b7ffff,2,Night
1725,89f05ab4523ffff,2,Evening
2092,89f05aa45c7ffff,2,Evening
1795,89f05869347ffff,2,Evening
1724,89f05ab45a3ffff,2,Evening
1723,89f05ab45b3ffff,2,Evening
1665,89f05ab6e77ffff,2,Noon
1664,89f05ab6e0fffff,2,Noon
2069,89f05ab4e8fffff,2,Morning
1798,89f05aa6dcbffff,2,Evening
1797,89f05aa6837ffff,2,Evening
2091,89f05aa45d7ffff,2,Evening
1796,89f0586937bffff,2,Evening
2141,89f05bda3c3ffff,2,Night
1794,89f05aa6d53ffff,2,Evening
1793,89f05aa6d43ffff,2,Evening
1792,89f05aa6ddbffff,2,Evening
1791,89f0586936bffff,2,Evening
1790,89f05aa68afffff,2,Evening
1789,89f05aa6ca7ffff,2,Evening
1788,89f05aa6827ffff,2,Evening
2070,89f05ab412fffff,2,Morning
2071,89f05ab4e83ffff,2,Morning
1978,89f0587940bffff,1,Noon
1976,89f058794d7ffff,1,Noon
1975,89f058794c7ffff,1,Noon
1974,89f0584c9b7ffff,1,Noon
1973,89f058794dbffff,1,Noon
1972,89f058794d3ffff,1,Noon
1977,89f05879457ffff,1,Noon
2019,89f0587b69bffff,1,Night
2018,89f0587b61bffff,1,Night
2007,89f0584e967ffff,1,Night
2027,89f05bda577ffff,1,Noon
2022,89f05ab41b3ffff,1,Evening
2021,89f0584e977ffff,1,Night
2020,89f0587b613ffff,1,Night
2002,89f0584e983ffff,1,Night
2003,89f0584e90fffff,1,Night
2004,89f0587b673ffff,1,Night
2005,89f0584e96fffff,1,Night
2006,89f0587b6d7ffff,1,Night
2008,89f0584e913ffff,1,Night
1970,89f05879473ffff,1,Noon
2009,89f0587b68bffff,1,Night
2010,89f0584e993ffff,1,Night
2011,89f0587b60bffff,1,Night
2012,89f0584e91bffff,1,Night
2013,89f0584e973ffff,1,Night
2014,89f0587b6c7ffff,1,Night
2015,89f0584e90bffff,1,Night
2016,89f0584e903ffff,1,Night
2017,89f0584e963ffff,1,Night
2028,89f05bda597ffff,1,Noon
2029,89f05bda50fffff,1,Noon
2030,89f05bda5c7ffff,1,Noon
2031,89f05bda573ffff,1,Noon
1979,89f058794cbffff,1,Noon
1980,89f0587b26bffff,1,Noon
2048,89f05bda547ffff,1,Noon
2047,89f05bda51bffff,1,Noon
2046,89f05aa4b8fffff,1,Noon
2045,89f05bda58bffff,1,Noon
2044,89f05bda503ffff,1,Noon
2043,89f05bda50bffff,1,Noon
2042,89f05bda593ffff,1,Noon
2041,89f05aa4b3bffff,1,Noon
2040,89f05aa4b2fffff,1,Noon
2039,89f05bda59bffff,1,Noon
2038,89f05aa4b2bffff,1,Noon
2037,89f05aa4b07ffff,1,Noon
2036,89f05bda583ffff,1,Noon
2035,89f05bda513ffff,1,Noon
2034,89f05aa4b17ffff,1,Noon
2033,89f05aa4b67ffff,1,Noon
2032,89f05bda557ffff,1,Noon
1971,89f05879447ffff,1,Noon
1356,89f0584ec9bffff,1,Morning
1969,89f0584c9a7ffff,1,Noon
1629,89f05bda4c7ffff,1,Noon
1627,89f05bda4dbffff,1,Noon
1626,89f05bda49bffff,1,Noon
1804,89f05ab6e6fffff,1,Night
1805,89f0587949bffff,1,Morning
1806,89f05879413ffff,1,Morning
1807,89f0587b277ffff,1,Morning
1808,89f0587b203ffff,1,Morning
1809,89f05879493ffff,1,Morning
1810,89f0587b20fffff,1,Morning
1811,89f05879467ffff,1,Morning
1812,89f0587946fffff,1,Morning
1813,89f0587b267ffff,1,Morning
1815,89f05879477ffff,1,Morning
1816,89f05879403ffff,1,Morning
1817,89f0587940fffff,1,Morning
1368,89f0584ec77ffff,1,Morning
1367,89f0584ec13ffff,1,Morning
1366,89f0584ec93ffff,1,Morning
1365,89f05845233ffff,1,Morning
1364,89f0584ec8fffff,1,Morning
1363,89f0584ec8bffff,1,Morning
1362,89f0584ec63ffff,1,Morning
1361,89f0584ec73ffff,1,Morning
1628,89f05bda4cfffff,1,Noon
1630,89f05aa4a77ffff,1,Noon
1827,89f05845303ffff,1,Morning
1631,89f05aa59b7ffff,1,Noon
1373,89f0584522fffff,1,Morning
1372,89f0584ec0fffff,1,Morning
1371,89f05845267ffff,1,Morning
1370,89f0584ec97ffff,1,Morning
1369,89f0584522bffff,1,Morning
1732,89f05ab41bbffff,1,Evening
1731,89f05ab41abffff,1,Evening
1730,89f05ab413bffff,1,Evening
1729,89f05ab4107ffff,1,Evening
1639,89f05bda4c3ffff,1,Noon
1638,89f05bda41bffff,1,Noon
1637,89f05aa4a73ffff,1,Noon
1786,89f05ab6e67ffff,1,Evening
1787,89f05ab6a9bffff,1,Evening
1801,89f05ab6a1bffff,1,Night
1802,89f05ab6ac7ffff,1,Night
1803,89f05ab6ad7ffff,1,Night
1968,89f0587b273ffff,1,Noon
1636,89f05aa4a6fffff,1,Noon
1635,89f05bda4d7ffff,1,Noon
1634,89f05aa4a63ffff,1,Noon
1633,89f05bda4d3ffff,1,Noon
1632,89f05aa4a6bffff,1,Noon
1360,89f0584ec87ffff,1,Morning
1814,89f0587948bffff,1,Morning
1828,89f0584ed03ffff,1,Morning
1354,89f0584ec0bffff,1,Morning
1855,89f05ab418bffff,1,Noon
1856,89f05ab4567ffff,1,Noon
1625,89f05bda40bffff,1,Noon
1345,89f05aa4053ffff,1,Night
1623,89f05aa4a67ffff,1,Noon
1359,89f05845223ffff,1,Morning
1358,89f0584ec07ffff,1,Morning
1357,89f0584ec1bffff,1,Morning
1829,89f0584ed1bffff,1,Morning
1355,89f0584ec03ffff,1,Morning
1353,89f0584523bffff,1,Morning
1853,89f05ab4577ffff,1,Noon
1352,89f0584ec17ffff,1,Morning
1351,89f0584ec83ffff,1,Morning
1967,89f05879463ffff,1,Noon
1966,89f058794c3ffff,1,Noon
1965,89f0587b27bffff,1,Noon
1964,89f0587941bffff,1,Noon
1350,89f0584ecc7ffff,1,Morning
1349,89f0584ec6fffff,1,Morning
1348,89f05aa40cfffff,1,Night
1347,89f05aa404fffff,1,Night
1854,89f05ab419bffff,1,Noon
1624,89f05aa4a0fffff,1,Noon
1852,89f05ab4113ffff,1,Noon
1841,89f058453c7ffff,1,Morning
1830,89f0584ed9bffff,1,Morning
1831,89f0584531bffff,1,Morning
1832,89f0584ed13ffff,1,Morning
1833,89f0584ed0fffff,1,Morning
1834,89f0584e9d3ffff,1,Morning
1835,89f0584ed63ffff,1,Morning
1836,89f058453d7ffff,1,Morning
1837,89f0584530bffff,1,Morning
1838,89f05845367ffff,1,Morning
1839,89f0584530fffff,1,Morning
1851,89f0584ed8bffff,1,Morning
1840,89f05845377ffff,1,Morning
1346,89f05aa4043ffff,1,Night
1842,89f0584ed0bffff,1,Morning
1844,89f0584edc7ffff,1,Morning
1850,89f0584536fffff,1,Morning
1849,89f05845363ffff,1,Morning
1848,89f0584ed77ffff,1,Morning
1847,89f0584ed73ffff,1,Morning
1846,89f0584edd7ffff,1,Morning
1845,89f05845373ffff,1,Morning
1843,89f0584ed6fffff,1,Morning
1758,89f05aa6babffff,0,Evening
1752,89f05aa4d07ffff,0,Evening
1759,89f05aa4d2bffff,0,Evening
1753,89f05aa490fffff,0,Evening
1621,89f05ab6e13ffff,0,Noon
1751,89f05aa6bbbffff,0,Evening
1733,89f05ab6e8bffff,0,Evening
1622,89f05ab6e03ffff,0,Noon
1757,89f05aa499bffff,0,Evening
1756,89f05aa49d7ffff,0,Evening
1755,89f05aa4d17ffff,0,Evening
1754,89f05aa6b23ffff,0,Evening
2135,89f05aa5dabffff,0,Noon
2124,89f05ab41a3ffff,0,Noon
2133,89f05aa5dbbffff,0,Noon
1761,89f05aa4903ffff,0,Evening
2139,89f05aa5d87ffff,0,Noon
2138,89f05aa43a3ffff,0,Noon
2137,89f05aa4327ffff,0,Noon
2136,89f05aa5d07ffff,0,Noon
2134,89f05aa432fffff,0,Noon
2132,89f05aa4e5bffff,0,Noon
2125,89f05aa4e4bffff,0,Noon
2131,89f05aa5d33ffff,0,Noon
2130,89f05aa43afffff,0,Noon
2129,89f05aa5d23ffff,0,Noon
2128,89f05aa5d97ffff,0,Noon
2127,89f05aa4337ffff,0,Noon
2126,89f05aa5d17ffff,0,Noon
1760,89f05aa4d83ffff,0,Evening
2064,89f05ab6adbffff,0,Morning
1762,89f05aa4913ffff,0,Evening
2055,89f05ab453bffff,0,Morning
1799,89f05ab6e63ffff,0,Night
2065,89f05ab6acbffff,0,Morning
2063,89f05aa6053ffff,0,Morning
2062,89f05aa66a7ffff,0,Morning
2061,89f05aa6043ffff,0,Morning
2060,89f05aa60cbffff,0,Morning
2059,89f05aa604fffff,0,Morning
2058,89f05aa66b7ffff,0,Morning
2057,89f05aa60dbffff,0,Morning
2056,89f05ab4507ffff,0,Morning
2054,89f05ab4133ffff,0,Evening
2073,89f05ab6e4fffff,0,Morning
2053,89f05ab412bffff,0,Evening
2052,89f05ab4123ffff,0,Evening
2051,89f05ab4e93ffff,0,Evening
2050,89f05ab4193ffff,0,Evening
2049,89f05ab452bffff,0,Evening
1857,89f05ab6a4bffff,0,Noon
1858,89f05ab4527ffff,0,Noon
1859,89f05ab6a5bffff,0,Noon
1955,89f05ab6ad3ffff,0,Noon
1956,89f05ab6e6bffff,0,Noon
2072,89f05ab6e57ffff,0,Morning
2074,89f05ab6e43ffff,0,Morning
1763,89f05aa4d3bffff,0,Evening
2087,89f0587b2b3ffff,0,Noon
1764,89f05aa4d8fffff,0,Evening
1765,89f05aa498bffff,0,Evening
1766,89f05aa4d77ffff,0,Evening
1767,89f05aa6b33ffff,0,Evening
1768,89f05aa4d6fffff,0,Evening
1769,89f05aa4d93ffff,0,Evening
1770,89f05aa4d03ffff,0,Evening
2090,89f0587b2b7ffff,0,Noon
2089,89f0587b6afffff,0,Noon
2088,89f0587b0dbffff,0,Noon
2086,89f0587b627ffff,0,Noon
2075,89f05ab6ecfffff,0,Morning
2085,89f0587b053ffff,0,Noon
2084,89f0587b05bffff,0,Noon
2083,89f0587b44fffff,0,Noon
2082,89f0587b04fffff,0,Noon
2081,89f0587b6a7ffff,0,Noon
2080,89f0587b04bffff,0,Noon
2079,89f0587b043ffff,0,Noon
2078,89f0587b637ffff,0,Noon
2077,89f0587b0cbffff,0,Noon
2076,89f0587b6b7ffff,0,Noon
2156,89f05ab6a57ffff,0,Morning
