,drop_off_hexes,count,day_time
2229,89f0587b63bffff,11,Noon
2225,89f0587b6b3ffff,11,Noon
2231,89f0587b29bffff,11,Noon
2238,89f0587b617ffff,11,Noon
2233,89f0584e9b3ffff,11,Noon
2240,89f0584e937ffff,11,Noon
2239,89f0584e923ffff,11,Noon
2205,89f05845e6bffff,11,Noon
2237,89f05845e0bffff,11,Noon
2236,89f05845adbffff,11,Noon
2235,89f0587b677ffff,11,Noon
2234,89f05845ac3ffff,11,Noon
2362,89f0584e9cfffff,9,Night
2360,89f0584e9c7ffff,9,Night
2359,89f0584e9c3ffff,9,Night
2358,89f0584e947ffff,9,Night
2357,89f0584ed2bffff,9,Night
2356,89f0584e9d7ffff,9,Night
2355,89f0584e98bffff,9,Night
2354,89f0584ed67ffff,9,Night
2353,89f0584e957ffff,9,Night
2352,89f0584e97bffff,9,Night
2361,89f0584e99bffff,9,Night
2076,89f0584e91bffff,9,Noon
2070,89f0587b6d7ffff,9,Noon
2078,89f0587b6c7ffff,9,Noon
2069,89f0584e96fffff,9,Noon
2071,89f0584e967ffff,9,Noon
2072,89f0584e913ffff,9,Noon
2073,89f0587b68bffff,9,Noon
2075,89f0587b60bffff,9,Noon
2077,89f0584e973ffff,9,Noon
2079,89f0584e90bffff,9,Noon
2067,89f0584e90fffff,9,Noon
2080,89f0584e903ffff,9,Noon
2081,89f0584e963ffff,9,Noon
2082,89f0587b61bffff,9,Noon
2083,89f0587b69bffff,9,Noon
2084,89f0587b613ffff,9,Noon
2085,89f0584e977ffff,9,Noon
2068,89f0587b673ffff,9,Noon
2074,89f0584e993ffff,9,Noon
2066,89f0584e983ffff,9,Noon
2394,89f0587b6cfffff,7,Noon
2110,89f0584539bffff,7,Noon
2109,89f05845387ffff,7,Noon
2108,89f058453b3ffff,7,Noon
2107,89f0584ed27ffff,7,Noon
2106,89f0584ed33ffff,7,Noon
2105,89f058453afffff,7,Noon
2104,89f05845153ffff,7,Noon
2103,89f0584514bffff,7,Noon
2102,89f058451dbffff,7,Noon
2101,89f058453abffff,7,Noon
2100,89f058451d3ffff,7,Noon
2099,89f05845077ffff,7,Noon
2098,89f0584538fffff,7,Noon
2097,89f05845333ffff,7,Noon
2393,89f0587b66fffff,7,Noon
2162,89f05845383ffff,7,Noon
2392,89f0587b2cbffff,7,Noon
2391,89f0587b24fffff,7,Noon
2390,89f0587b647ffff,7,Noon
2389,89f0587b657ffff,7,Noon
2388,89f0587b2d3ffff,7,Noon
2387,89f0587b663ffff,7,Noon
2386,89f0584cda7ffff,7,Noon
2385,89f0587b253ffff,7,Noon
2112,89f0584e92bffff,7,Noon
2384,89f0587b67bffff,7,Noon
2397,89f0587b2dbffff,7,Noon
2398,89f0587b2c3ffff,7,Noon
2396,89f0587b2cfffff,7,Noon
2399,89f0587b243ffff,7,Noon
2111,89f0584ed87ffff,7,Noon
2163,89f0584ed2fffff,7,Noon
2113,89f0584502bffff,7,Noon
2132,89f0584e917ffff,7,Noon
2134,89f0587b683ffff,7,Noon
2135,89f058451cbffff,7,Noon
2136,89f0584e9bbffff,7,Noon
2137,89f05845393ffff,7,Noon
2138,89f05845307ffff,7,Noon
2139,89f058453bbffff,7,Noon
2140,89f0584edabffff,7,Noon
2141,89f05845067ffff,7,Noon
2142,89f0584ed93ffff,7,Noon
2143,89f0584533bffff,7,Noon
2144,89f05845027ffff,7,Noon
2145,89f05845317ffff,7,Noon
2146,89f05845023ffff,7,Noon
2147,89f0584ed97ffff,7,Noon
2114,89f0584532bffff,7,Noon
2148,89f0584e98fffff,7,Noon
2149,89f0584514fffff,7,Noon
2150,89f0584e987ffff,7,Noon
2151,89f0584edb3ffff,7,Noon
2152,89f05845397ffff,7,Noon
2153,89f0584ed8fffff,7,Noon
2154,89f0584ed07ffff,7,Noon
2155,89f05845143ffff,7,Noon
2156,89f0584532fffff,7,Noon
2157,89f05845007ffff,7,Noon
2158,89f0584503bffff,7,Noon
2159,89f05845a5bffff,7,Noon
2160,89f0584e997ffff,7,Noon
2161,89f0587b693ffff,7,Noon
2133,89f05845323ffff,7,Noon
2395,89f0587b66bffff,7,Noon
2131,89f0584e9abffff,7,Noon
2124,89f0584ed3bffff,7,Noon
2122,89f0584515bffff,7,Noon
2121,89f0584e93bffff,7,Noon
2120,89f05845e4bffff,7,Noon
2119,89f0584edbbffff,7,Noon
2118,89f0584538bffff,7,Noon
2117,89f05845037ffff,7,Noon
2116,89f0584ed17ffff,7,Noon
2115,89f0584ed23ffff,7,Noon
2125,89f0584502fffff,7,Noon
2130,89f058453a3ffff,7,Noon
2123,89f05845033ffff,7,Noon
2126,89f0584ed83ffff,7,Noon
2127,89f05845313ffff,7,Noon
2128,89f0584e907ffff,7,Noon
2129,89f0587b68fffff,7,Noon
2053,89f0587b637ffff,6,Noon
2051,89f0587b6b7ffff,6,Noon
2054,89f0587b043ffff,6,Noon
2055,89f0587b04bffff,6,Noon
2061,89f0587b627ffff,6,Noon
2060,89f0587b053ffff,6,Noon
2059,89f0587b05bffff,6,Noon
2058,89f0587b44fffff,6,Noon
2057,89f0587b04fffff,6,Noon
2052,89f0587b0cbffff,6,Noon
2056,89f0587b6a7ffff,6,Noon
2062,89f0587b2b3ffff,6,Noon
2064,89f0587b6afffff,6,Noon
2063,89f0587b0dbffff,6,Noon
2065,89f0587b2b7ffff,6,Noon
2274,89f0587b277ffff,5,Noon
2364,89f05879483ffff,5,Night
2363,89f0587b287ffff,5,Night
2277,89f0587b20fffff,5,Noon
2278,89f05879467ffff,5,Noon
2279,89f0587946fffff,5,Noon
2273,89f05879413ffff,5,Noon
2366,89f0587948fffff,5,Night
2272,89f0587949bffff,5,Noon
2280,89f0587b267ffff,5,Noon
2281,89f0587948bffff,5,Noon
2282,89f05879477ffff,5,Noon
2283,89f05879403ffff,5,Noon
2284,89f0587940fffff,5,Noon
2365,89f0587b233ffff,5,Night
2367,89f0587b2bbffff,5,Night
2383,89f05879497ffff,5,Night
2368,89f0587b23bffff,5,Night
2382,89f0587b2abffff,5,Night
2276,89f05879493ffff,5,Noon
2381,89f0587b237ffff,5,Night
2379,89f0587b2a3ffff,5,Night
2275,89f0587b203ffff,5,Noon
2378,89f0587b207ffff,5,Night
2377,89f0587b223ffff,5,Night
2376,89f0587b2afffff,5,Night
2375,89f0587b22bffff,5,Night
2374,89f05879487ffff,5,Night
2373,89f0587b217ffff,5,Night
2372,89f05879407ffff,5,Night
2371,89f0587b22fffff,5,Night
2370,89f05879417ffff,5,Night
2369,89f0587b297ffff,5,Night
2380,89f0587b227ffff,5,Night
2404,89f058693cfffff,2,Night
2400,89f05869063ffff,2,Night
2412,89f0586b23bffff,2,Night
2422,89f05869413ffff,2,Night
2420,89f05869483ffff,2,Night
2401,89f0586900bffff,2,Night
2418,89f0586b207ffff,2,Night
2417,89f0586908bffff,2,Night
2416,89f05869357ffff,2,Night
2415,89f05869493ffff,2,Night
2414,89f0586901bffff,2,Night
2413,89f0586948fffff,2,Night
2419,89f0586906fffff,2,Night
2411,89f0586909bffff,2,Night
2405,89f0586940fffff,2,Night
2410,89f0586b2abffff,2,Night
2402,89f05869073ffff,2,Night
2403,89f0586b22bffff,2,Night
2421,89f05869403ffff,2,Night
2406,89f0586b233ffff,2,Night
2408,89f0586b2bbffff,2,Night
2409,89f05869477ffff,2,Night
2407,89f05869467ffff,2,Night
2431,89f05845167ffff,1,Noon
2437,89f05845133ffff,1,Noon
2436,89f05845e93ffff,1,Noon
2435,89f05845177ffff,1,Noon
2434,89f058451abffff,1,Noon
2433,89f0584513bffff,1,Noon
2432,89f0584512bffff,1,Noon
2429,89f058451bbffff,1,Noon
2430,89f05845183ffff,1,Noon
2428,89f05845117ffff,1,Noon
2427,89f05845e8bffff,1,Noon
2425,89f0584510fffff,1,Noon
2424,89f05845107ffff,1,Noon
2423,89f05845e9bffff,1,Noon
2426,89f0584518fffff,1,Noon
2323,89f0584732fffff,1,Evening
2351,89f058446c7ffff,1,Evening
2319,89f05845597ffff,1,Evening
2328,89f05844653ffff,1,Evening
2327,89f058446d3ffff,1,Evening
2326,89f0584717bffff,1,Evening
2325,89f05847337ffff,1,Evening
2324,89f05847333ffff,1,Evening
2322,89f05847167ffff,1,Evening
2321,89f0584710fffff,1,Evening
2320,89f05847103ffff,1,Evening
2318,89f058446cfffff,1,Evening
2350,89f0584714bffff,1,Evening
2317,89f0584716bffff,1,Evening
2316,89f05847113ffff,1,Evening
2315,89f05847173ffff,1,Evening
2314,89f05844643ffff,1,Evening
2313,89f058473a3ffff,1,Evening
2312,89f058446cbffff,1,Evening
2311,89f0584710bffff,1,Evening
2310,89f058446d7ffff,1,Evening
2329,89f058473b3ffff,1,Evening
2330,89f0584464bffff,1,Evening
2331,89f0584711bffff,1,Evening
2332,89f058446c3ffff,1,Evening
2349,89f0584716fffff,1,Evening
2348,89f0584464fffff,1,Evening
2347,89f058455b7ffff,1,Evening
2346,89f058473afffff,1,Evening
2345,89f0584460bffff,1,Evening
2344,89f058473a7ffff,1,Evening
2343,89f058455b3ffff,1,Evening
2342,89f0584465bffff,1,Evening
2341,89f058446dbffff,1,Evening
2340,89f0584461bffff,1,Evening
2339,89f0584718bffff,1,Evening
2338,89f05845587ffff,1,Evening
2337,89f05847323ffff,1,Evening
2336,89f05847177ffff,1,Evening
2335,89f058473b7ffff,1,Evening
2334,89f05847163ffff,1,Evening
2333,89f05847327ffff,1,Evening
2438,89f05845103ffff,1,Noon
